"feature","factor","value","view"
"KNL1","Factor8",0.001378602697514,"Transcriptomics"
"PTPRN","Factor8",0.00568652898073196,"Transcriptomics"
"ADIPOQ","Factor8",-0.00479363417252898,"Transcriptomics"
"NETO2","Factor8",-0.00500865094363689,"Transcriptomics"
"RBP1","Factor8",0.00298534333705902,"Transcriptomics"
"CLDN15","Factor8",0.000940425845328718,"Transcriptomics"
"ALDH1L2","Factor8",0.000323257962008938,"Transcriptomics"
"APOLD1","Factor8",0.000213314851862378,"Transcriptomics"
"HOXB5","Factor8",0.0110169528052211,"Transcriptomics"
"FOXD3","Factor8",-0.000760493683628738,"Transcriptomics"
"TNMD","Factor8",0.00242111249826849,"Transcriptomics"
"RBP7","Factor8",-0.00324476626701653,"Transcriptomics"
"ANGPTL4","Factor8",0.00135304732248187,"Transcriptomics"
"GEMIN7","Factor8",-0.00574548402801156,"Transcriptomics"
"CXCL10","Factor8",0.00083563377847895,"Transcriptomics"
"MRGPRG","Factor8",-0.00298141688108444,"Transcriptomics"
"ALAS2","Factor8",-0.00462065264582634,"Transcriptomics"
"CHCHD6","Factor8",0.00298789539374411,"Transcriptomics"
"NUF2","Factor8",-0.00291616003960371,"Transcriptomics"
"UNC5C","Factor8",-0.00771820452064276,"Transcriptomics"
"COL1A1","Factor8",0.000931122805923223,"Transcriptomics"
"ITGAD","Factor8",-2.05039541469887e-05,"Transcriptomics"
"SPP1","Factor8",-0.00261965370737016,"Transcriptomics"
"ELFN1","Factor8",0.00466729374602437,"Transcriptomics"
"MEGF6","Factor8",-2.05545347853331e-05,"Transcriptomics"
"PENK","Factor8",0.00438270345330238,"Transcriptomics"
"SHC4","Factor8",-0.00330731063149869,"Transcriptomics"
"EFCAB6","Factor8",0.000890475057531148,"Transcriptomics"
"ABAT","Factor8",-0.000472565385280177,"Transcriptomics"
"PTX3","Factor8",-0.00124223972670734,"Transcriptomics"
"DOCK3","Factor8",-0.0005123361479491,"Transcriptomics"
"SAMSN1","Factor8",-0.00455950666218996,"Transcriptomics"
"WNT16","Factor8",0.00779083091765642,"Transcriptomics"
"FBXO17","Factor8",-0.00254623778164387,"Transcriptomics"
"PNPLA3","Factor8",0.0114421900361776,"Transcriptomics"
"ABCC2","Factor8",-0.00675394618883729,"Transcriptomics"
"ANO9","Factor8",0.00857317633926868,"Transcriptomics"
"NALF1","Factor8",0.00604775315150619,"Transcriptomics"
"PRRG4","Factor8",0.000336226745275781,"Transcriptomics"
"CCL11","Factor8",0.00482905516400933,"Transcriptomics"
"REEP2","Factor8",0.00649117678403854,"Transcriptomics"
"APOBEC3H","Factor8",0.00218426133506,"Transcriptomics"
"CADM2","Factor8",-0.00747928535565734,"Transcriptomics"
"RASD1","Factor8",-0.00609690044075251,"Transcriptomics"
"CCDC150","Factor8",-0.00315574812702835,"Transcriptomics"
"MAPK4","Factor8",-0.00374239962548018,"Transcriptomics"
"ISG15","Factor8",-0.00105333747342229,"Transcriptomics"
"MROH2A","Factor8",0.000152000662637874,"Transcriptomics"
"SEPTIN3","Factor8",-0.00305083300918341,"Transcriptomics"
"NRK","Factor8",0.000198051915504038,"Transcriptomics"
"STMN2","Factor8",-0.0139696272090077,"Transcriptomics"
"AK5","Factor8",1.21772393413266e-06,"Transcriptomics"
"TCF23","Factor8",-0.0103543614968657,"Transcriptomics"
"MYO3B","Factor8",-0.00513060670346022,"Transcriptomics"
"PTPN22","Factor8",0.00800188258290291,"Transcriptomics"
"CGREF1","Factor8",0.000729585823137313,"Transcriptomics"
"PIK3C2G","Factor8",-0.00422910833731294,"Transcriptomics"
"PTPRCAP","Factor8",0.00588573422282934,"Transcriptomics"
"APCDD1L","Factor8",0.0113989040255547,"Transcriptomics"
"SYP","Factor8",-0.00204434734769166,"Transcriptomics"
"ABCG4","Factor8",0.00690406281501055,"Transcriptomics"
"TMEM150B","Factor8",-0.00415784679353237,"Transcriptomics"
"GZMB","Factor8",-0.00043378013651818,"Transcriptomics"
"CDKL4","Factor8",-0.00599627802148461,"Transcriptomics"
"ANO4","Factor8",0.0051750261336565,"Transcriptomics"
"ODAPH","Factor8",0.00687896786257625,"Transcriptomics"
"RASL10A","Factor8",-0.00578930228948593,"Transcriptomics"
"TMEM179","Factor8",-0.00595669541507959,"Transcriptomics"
"PLD6","Factor8",0.00469220662489533,"Transcriptomics"
"CNTNAP4","Factor8",0.00576382456347346,"Transcriptomics"
"FCGBP","Factor8",0.0073170498944819,"Transcriptomics"
"KCNA1","Factor8",-0.00309353275224566,"Transcriptomics"
"INHBC","Factor8",0.00979714840650558,"Transcriptomics"
"KIF24","Factor8",0.00298940134234726,"Transcriptomics"
"CDA","Factor8",0.00298962579108775,"Transcriptomics"
"PRR15","Factor8",0.000627119385171682,"Transcriptomics"
"SFTPB","Factor8",-0.00311901909299195,"Transcriptomics"
"MYCL","Factor8",0.000806621741503477,"Transcriptomics"
"ERICH3","Factor8",-0.00538149382919073,"Transcriptomics"
"NINL","Factor8",0.00222485000267625,"Transcriptomics"
"KIF4A","Factor8",-0.00568753620609641,"Transcriptomics"
"GCNT7","Factor8",-0.00335102248936892,"Transcriptomics"
"SOX10","Factor8",-0.00270391930826008,"Transcriptomics"
"MRGPRX2","Factor8",-0.00843304954469204,"Transcriptomics"
"HIF3A","Factor8",-0.00316198309883475,"Transcriptomics"
"PLLP","Factor8",0.00430674571543932,"Transcriptomics"
"CDH24","Factor8",-0.00184248376172036,"Transcriptomics"
"CLEC4M","Factor8",-0.00136974127963185,"Transcriptomics"
"CTHRC1","Factor8",0.00105304212775081,"Transcriptomics"
"TBX4","Factor8",0.00668823067098856,"Transcriptomics"
"AKR1C2","Factor8",0.00286431866697967,"Transcriptomics"
"ADRB1","Factor8",0.00600362149998546,"Transcriptomics"
"SPHKAP","Factor8",0.00125361268874258,"Transcriptomics"
"IKZF3","Factor8",-0.00486144982278347,"Transcriptomics"
"PRC1","Factor8",0.00529582006856799,"Transcriptomics"
"SHROOM2","Factor8",0.00200606207363307,"Transcriptomics"
"NUPR1","Factor8",0.00176515465136617,"Transcriptomics"
"LRRC4B","Factor8",-0.00445814756676555,"Transcriptomics"
"P2RX1","Factor8",0.00332184974104166,"Transcriptomics"
"RAP1GAP","Factor8",-0.00327094458043575,"Transcriptomics"
"CX3CR1","Factor8",0.00784251373261213,"Transcriptomics"
"SPATA45","Factor8",-0.00430285092443228,"Transcriptomics"
"HBA1","Factor8",-0.0117238499224186,"Transcriptomics"
"MLLT11","Factor8",0.00196599937044084,"Transcriptomics"
"GRAP","Factor8",0.00282556028105319,"Transcriptomics"
"PLIN1","Factor8",-0.00628910725936294,"Transcriptomics"
"CCDC13","Factor8",-0.00137648428790271,"Transcriptomics"
"WDR72","Factor8",0.00289153028279543,"Transcriptomics"
"SHC3","Factor8",0.0045855981297791,"Transcriptomics"
"TNFAIP8L3","Factor8",0.00836603250354528,"Transcriptomics"
"EPHB1","Factor8",-0.0032135893125087,"Transcriptomics"
"ATF3","Factor8",0.00737531716004014,"Transcriptomics"
"SERPINB6","Factor8",-0.00710035162046552,"Transcriptomics"
"IGFALS","Factor8",0.00041994234197773,"Transcriptomics"
"AKR1C3","Factor8",0.00502919964492321,"Transcriptomics"
"MPPED1","Factor8",0.00918837822973728,"Transcriptomics"
"ARHGEF16","Factor8",-0.00795420631766319,"Transcriptomics"
"ITGB8","Factor8",-0.00381284928880632,"Transcriptomics"
"LILRA1","Factor8",0.00359885627403855,"Transcriptomics"
"LILRA2","Factor8",0.00359885627403855,"Transcriptomics"
"LILRA4","Factor8",0.00359885627403855,"Transcriptomics"
"LILRB1","Factor8",0.00359885627403855,"Transcriptomics"
"LILRB2","Factor8",0.00359885627403855,"Transcriptomics"
"LILRB5","Factor8",0.00359885627403855,"Transcriptomics"
"GALNT9","Factor8",-0.00433730101212859,"Transcriptomics"
"SYT14","Factor8",0.00422981334850192,"Transcriptomics"
"GPR37L1","Factor8",-0.000169151477166452,"Transcriptomics"
"CH25H","Factor8",0.00413650739938021,"Transcriptomics"
"LY86","Factor8",0.00454887095838785,"Transcriptomics"
"CDCA7","Factor8",-0.000266327726421878,"Transcriptomics"
"ELFN2","Factor8",-0.00767391175031662,"Transcriptomics"
"FAXC","Factor8",0.000354146905010566,"Transcriptomics"
"TRNP1","Factor8",0.00134980888105929,"Transcriptomics"
"COL6A5","Factor8",0.000705161539372057,"Transcriptomics"
"IGSF9B","Factor8",0.00230280333198607,"Transcriptomics"
"CUX2","Factor8",0.001595753361471,"Transcriptomics"
"MBOAT2","Factor8",0.000368654786143452,"Transcriptomics"
"MT-ND4L","Factor8",0.00229782285168767,"Transcriptomics"
"SLC14A2","Factor8",0.000109012689790688,"Transcriptomics"
"CARMIL2","Factor8",-4.2950123315677e-05,"Transcriptomics"
"PITX1","Factor8",-0.0050256266258657,"Transcriptomics"
"CCER2","Factor8",0.00116997270379215,"Transcriptomics"
"HTR2B","Factor8",0.00330629851669073,"Transcriptomics"
"ADAMTS16","Factor8",-0.00300959311425686,"Transcriptomics"
"PAMR1","Factor8",0.00127577921375632,"Transcriptomics"
"SLAMF1","Factor8",-0.000916354940272868,"Transcriptomics"
"SLCO4A1","Factor8",4.6564618969569e-05,"Transcriptomics"
"ARNT2","Factor8",0.00958967208862305,"Transcriptomics"
"ALOX12","Factor8",0.00529411109164357,"Transcriptomics"
"TMEM35A","Factor8",0.00636183423921466,"Transcriptomics"
"HPGD","Factor8",0.0035878624767065,"Transcriptomics"
"AKNAD1","Factor8",0.00179011316504329,"Transcriptomics"
"TREM2","Factor8",0.00775206135585904,"Transcriptomics"
"DERL3","Factor8",-0.00368546461686492,"Transcriptomics"
"HEPACAM","Factor8",-0.00198369566351175,"Transcriptomics"
"ALDH8A1","Factor8",-0.000147858547279611,"Transcriptomics"
"HLA-DOB","Factor8",-0.00155542802531272,"Transcriptomics"
"HCN4","Factor8",0.00572476768866181,"Transcriptomics"
"CNR1","Factor8",0.00416465941816568,"Transcriptomics"
"ANKRD2","Factor8",0.00677582528442144,"Transcriptomics"
"DIPK1C","Factor8",-0.00662041129544377,"Transcriptomics"
"CGN","Factor8",-0.00657927663996816,"Transcriptomics"
"CDC7","Factor8",0.00615160586312413,"Transcriptomics"
"THRSP","Factor8",0.00198394688777626,"Transcriptomics"
"GINS3","Factor8",0.00616636080667377,"Transcriptomics"
"TMEM37","Factor8",-0.00647936854511499,"Transcriptomics"
"ODF3L1","Factor8",0.0024217173922807,"Transcriptomics"
"PHF21B","Factor8",0.00371417729184031,"Transcriptomics"
"FAM167A","Factor8",-0.0100502511486411,"Transcriptomics"
"NTM","Factor8",0.0028018516022712,"Transcriptomics"
"SLC16A8","Factor8",0.00357777252793312,"Transcriptomics"
"GNB3","Factor8",0.00347675033845007,"Transcriptomics"
"MAS1","Factor8",0.00962421391159296,"Transcriptomics"
"AQP7","Factor8",-0.00428832229226828,"Transcriptomics"
"CHAC1","Factor8",-0.00368716777302325,"Transcriptomics"
"ARRDC2","Factor8",-0.00455134967342019,"Transcriptomics"
"ARG2","Factor8",0.0102633852511644,"Transcriptomics"
"KIF1A","Factor8",0.000462714961031452,"Transcriptomics"
"GPR171","Factor8",-0.00580358318984509,"Transcriptomics"
"MACROH2A2","Factor8",0.00539819104596972,"Transcriptomics"
"COL9A1","Factor8",-9.28384688450024e-05,"Transcriptomics"
"KNTC1","Factor8",0.00762837659567595,"Transcriptomics"
"RAB27B","Factor8",0.00649726111441851,"Transcriptomics"
"DNAJC6","Factor8",0.0120260771363974,"Transcriptomics"
"PACSIN1","Factor8",0.00104153493884951,"Transcriptomics"
"NXPE2","Factor8",0.00235641957260668,"Transcriptomics"
"MS4A6E","Factor8",0.000625303015112877,"Transcriptomics"
"RORB","Factor8",-0.00218815449625254,"Transcriptomics"
"IRX3","Factor8",-0.00380284735001624,"Transcriptomics"
"FUT2","Factor8",0.000856808677781373,"Transcriptomics"
"SNCA","Factor8",0.0107808038592339,"Transcriptomics"
"MPIG6B","Factor8",0.00935680978000164,"Transcriptomics"
"METTL24","Factor8",0.00362402852624655,"Transcriptomics"
"KIF19","Factor8",-0.00339505402371287,"Transcriptomics"
"FAM124B","Factor8",-0.00122548511717469,"Transcriptomics"
"LINGO4","Factor8",0.00360631127841771,"Transcriptomics"
"DENND2D","Factor8",-0.000805350835435092,"Transcriptomics"
"CD6","Factor8",0.00243681133724749,"Transcriptomics"
"ZAP70","Factor8",-0.00128272501751781,"Transcriptomics"
"COL11A1","Factor8",0.00531336246058345,"Transcriptomics"
"DEF6","Factor8",0.00386411184445024,"Transcriptomics"
"CXCR3","Factor8",0.0078590540215373,"Transcriptomics"
"NOD2","Factor8",-0.00490920152515173,"Transcriptomics"
"HELLS","Factor8",-0.000299781648209319,"Transcriptomics"
"TLCD3B","Factor8",0.00326985283754766,"Transcriptomics"
"PPP4R4","Factor8",-0.00284960004501045,"Transcriptomics"
"TNC","Factor8",0.00777256907895207,"Transcriptomics"
"PEG10","Factor8",0.00311910663731396,"Transcriptomics"
"GPR160","Factor8",-0.0125027354806662,"Transcriptomics"
"NRN1","Factor8",0.00334492465481162,"Transcriptomics"
"PLA2G5","Factor8",0.00650217570364475,"Transcriptomics"
"IL7R","Factor8",0.0128000751137733,"Transcriptomics"
"SERPINA3","Factor8",0.00231180666014552,"Transcriptomics"
"MARCHF1","Factor8",0.00699945911765099,"Transcriptomics"
"CIART","Factor8",0.00258390209637582,"Transcriptomics"
"ESCO2","Factor8",-0.00734862219542265,"Transcriptomics"
"TACR1","Factor8",0.00122549524530768,"Transcriptomics"
"KCNK4","Factor8",-0.00232214969582856,"Transcriptomics"
"CCSER1","Factor8",0.00159092631656677,"Transcriptomics"
"MT3","Factor8",0.0016143248649314,"Transcriptomics"
"KCNG2","Factor8",-0.00253671430982649,"Transcriptomics"
"FLT3","Factor8",0.00758895417675376,"Transcriptomics"
"PLA2G4E","Factor8",0.00447412859648466,"Transcriptomics"
"ADGRB1","Factor8",0.00691555021330714,"Transcriptomics"
"NME3","Factor8",0.00465237442404032,"Transcriptomics"
"ITGA2","Factor8",0.0038961956743151,"Transcriptomics"
"BRINP2","Factor8",0.000295391189865768,"Transcriptomics"
"STAC","Factor8",-0.000226177216973156,"Transcriptomics"
"ZNF784","Factor8",0.00175314152147621,"Transcriptomics"
"SLC16A11","Factor8",0.00521501386538148,"Transcriptomics"
"CENPP","Factor8",0.00631075957790017,"Transcriptomics"
"NEFM","Factor8",0.0069516459479928,"Transcriptomics"
"GGT7","Factor8",-0.00295961555093527,"Transcriptomics"
"PSAT1","Factor8",-0.0117281107231975,"Transcriptomics"
"STIL","Factor8",-0.00359432864934206,"Transcriptomics"
"TMEM108","Factor8",0.00117545004468411,"Transcriptomics"
"CLEC7A","Factor8",0.0067409435287118,"Transcriptomics"
"HHIPL2","Factor8",0.00460516149178147,"Transcriptomics"
"KIF18B","Factor8",0.000165337361977436,"Transcriptomics"
"NGFR","Factor8",-0.00226069893687963,"Transcriptomics"
"ZNF660","Factor8",-0.00426755007356405,"Transcriptomics"
"KIF11","Factor8",-0.00296111102215946,"Transcriptomics"
"RDH16","Factor8",-0.00188311224337667,"Transcriptomics"
"HJURP","Factor8",0.00338219082914293,"Transcriptomics"
"SCAMP5","Factor8",-0.00205874885432422,"Transcriptomics"
"ACTC1","Factor8",0.000872835982590914,"Transcriptomics"
"KCNJ13","Factor8",-0.00285469787195325,"Transcriptomics"
"COL17A1","Factor8",0.00126136431936175,"Transcriptomics"
"BCHE","Factor8",0.00523392204195261,"Transcriptomics"
"ITGA2B","Factor8",-0.00172722281422466,"Transcriptomics"
"RASAL1","Factor8",0.00132076477166265,"Transcriptomics"
"ZIC4","Factor8",0.0010426128283143,"Transcriptomics"
"SOX8","Factor8",0.00291376980021596,"Transcriptomics"
"C1QTNF3","Factor8",0.00856911111623049,"Transcriptomics"
"NMRK2","Factor8",-0.00638691708445549,"Transcriptomics"
"ADAMTS4","Factor8",-0.00133631029166281,"Transcriptomics"
"ABCG2","Factor8",0.00331988511607051,"Transcriptomics"
"CD300A","Factor8",0.00649340357631445,"Transcriptomics"
"EPHA3","Factor8",-0.00330258649773896,"Transcriptomics"
"DDX3Y","Factor9",-0.000191202241694555,"Transcriptomics"
"KDM5D","Factor9",-0.000129804946482182,"Transcriptomics"
"CISH","Factor9",-0.0113813374191523,"Transcriptomics"
"C1orf146","Factor9",0.017276156693697,"Transcriptomics"
"DDAH2","Factor9",0.00915909092873335,"Transcriptomics"
"MRPS17","Factor9",-0.0133776422590017,"Transcriptomics"
"RAC3","Factor9",0.0315928794443607,"Transcriptomics"
"TMEM132B","Factor9",-0.0123933479189873,"Transcriptomics"
"GPR182","Factor9",-0.0123113859444857,"Transcriptomics"
"COCH","Factor9",0.0126065714284778,"Transcriptomics"
"RNASEH2A","Factor9",0.0222190506756306,"Transcriptomics"
"AMIGO2","Factor9",-0.0375549346208572,"Transcriptomics"
"LCMT2","Factor9",0.022028811275959,"Transcriptomics"
"PMP2","Factor9",0.00302178133279085,"Transcriptomics"
"FOXM1","Factor9",0.00423797871917486,"Transcriptomics"
"SPEM1","Factor9",-0.0117827020585537,"Transcriptomics"
"COMP","Factor9",0.030002573505044,"Transcriptomics"
"ACAN","Factor9",0.000902687082998455,"Transcriptomics"
"RP1","Factor9",-0.0102409459650517,"Transcriptomics"
"SLC4A1","Factor9",0.00372640718705952,"Transcriptomics"
"RPL10L","Factor9",0.0175179373472929,"Transcriptomics"
"SCD","Factor9",-0.0170036256313324,"Transcriptomics"
"PCDH11X","Factor9",0.0470397435128689,"Transcriptomics"
"ANKRD1","Factor9",-0.0142821865156293,"Transcriptomics"
"MYH3","Factor9",-0.00452625378966331,"Transcriptomics"
"CYP2E1","Factor9",0.0288957729935646,"Transcriptomics"
"CHAD","Factor9",0.024063678458333,"Transcriptomics"
"LEP","Factor9",0.0328772999346256,"Transcriptomics"
"CALML3","Factor9",0.0340641140937805,"Transcriptomics"
"SCUBE3","Factor9",-0.00581359351053834,"Transcriptomics"
"UGT8","Factor9",0.00933614000678062,"Transcriptomics"
"KHK","Factor9",0.00980272516608238,"Transcriptomics"
"VAT1L","Factor9",0.0195366609841585,"Transcriptomics"
"PRDM6","Factor9",-0.0325364358723164,"Transcriptomics"
"SPATA6L","Factor9",-8.87646019691601e-05,"Transcriptomics"
"KCNF1","Factor9",-0.0256610382348299,"Transcriptomics"
"PCBD1","Factor9",-0.0103777246549726,"Transcriptomics"
"G0S2","Factor9",0.0388716459274292,"Transcriptomics"
"BDNF","Factor9",-0.0088014267385006,"Transcriptomics"
"ADD2","Factor9",-0.0028547050897032,"Transcriptomics"
"RETN","Factor9",-0.00571223627775908,"Transcriptomics"
"MCHR1","Factor9",0.036991611123085,"Transcriptomics"
"SLC16A13","Factor9",-0.000540886481758207,"Transcriptomics"
"SOSTDC1","Factor9",0.000299282866762951,"Transcriptomics"
"VIPR1","Factor9",-0.00839681271463633,"Transcriptomics"
"ANKEF1","Factor9",-0.00900402292609215,"Transcriptomics"
"ALOX15","Factor9",0.0287800617516041,"Transcriptomics"
"PCK1","Factor9",0.00439098663628101,"Transcriptomics"
"FA2H","Factor9",0.0157723780721426,"Transcriptomics"
"GJB1","Factor9",-3.72015019820537e-05,"Transcriptomics"
"MZF1","Factor9",-0.000616793113294989,"Transcriptomics"
"GRAMD1C","Factor9",-0.0664384216070175,"Transcriptomics"
"CILP2","Factor9",0.0293469894677401,"Transcriptomics"
"NCMAP","Factor9",-0.00429526017978787,"Transcriptomics"
"SPNS3","Factor9",-0.0152712445706129,"Transcriptomics"
"LRRC52","Factor9",-0.00657832995057106,"Transcriptomics"
"MPZ","Factor9",0.0141700580716133,"Transcriptomics"
"EPCAM","Factor9",0.0245404336601496,"Transcriptomics"
"NPY","Factor9",-0.00908893067389727,"Transcriptomics"
"ACTG2","Factor9",-0.0358721911907196,"Transcriptomics"
"NOX1","Factor9",-0.0210876036435366,"Transcriptomics"
"RD3L","Factor9",-0.00998552329838276,"Transcriptomics"
"RGS17","Factor9",0.0107030617073178,"Transcriptomics"
"PMFBP1","Factor9",-0.010059523396194,"Transcriptomics"
"RNF112","Factor9",0.0210925955325365,"Transcriptomics"
"TFRC","Factor9",0.00227245059795678,"Transcriptomics"
"S100A9","Factor9",-0.00436404999345541,"Transcriptomics"
"CCR7","Factor9",-0.0297587364912033,"Transcriptomics"
"KIAA2012","Factor9",0.0150647992268205,"Transcriptomics"
"CCNB2","Factor9",-0.0105738220736384,"Transcriptomics"
"OXTR","Factor9",-0.0135424304753542,"Transcriptomics"
"BRICD5","Factor9",0.0103833321481943,"Transcriptomics"
"FOS","Factor9",-0.0116444583982229,"Transcriptomics"
"SCUBE1","Factor9",-0.00688036205247045,"Transcriptomics"
"LY9","Factor9",0.00984469521790743,"Transcriptomics"
"CLDN19","Factor9",0.0112911211326718,"Transcriptomics"
"UTS2R","Factor9",0.0349001213908195,"Transcriptomics"
"LRRC15","Factor9",0.0113875735551119,"Transcriptomics"
"NR4A3","Factor9",-0.0439453758299351,"Transcriptomics"
"PRRT4","Factor9",-0.0363644510507584,"Transcriptomics"
"PCARE","Factor9",-0.0567473098635674,"Transcriptomics"
"FAM131C","Factor9",0.0143640963360667,"Transcriptomics"
"FBXL19","Factor9",0.0300716422498226,"Transcriptomics"
"LAMB3","Factor9",0.0281807146966457,"Transcriptomics"
"GDPD3","Factor9",-0.00391752552241087,"Transcriptomics"
"DHRS9","Factor9",0.0212589837610722,"Transcriptomics"
"SCN5A","Factor9",-0.0275837816298008,"Transcriptomics"
"CYP2B6","Factor9",0.00554474024102092,"Transcriptomics"
"KCNK1","Factor9",0.0257582273334265,"Transcriptomics"
"ANGPTL7","Factor9",0.0404948629438877,"Transcriptomics"
"SELL","Factor9",0.00843611918389797,"Transcriptomics"
"PLET1","Factor9",-0.012844430282712,"Transcriptomics"
"FOSB","Factor9",0.00943087786436081,"Transcriptomics"
"GINS2","Factor9",-0.00755774788558483,"Transcriptomics"
"RYR2","Factor9",-0.035237018018961,"Transcriptomics"
"DRP2","Factor9",0.00791988149285316,"Transcriptomics"
"MAG","Factor9",0.0135944169014692,"Transcriptomics"
"C20orf96","Factor9",-0.0143163781613111,"Transcriptomics"
"KERA","Factor9",0.037307009100914,"Transcriptomics"
"EPN3","Factor9",-0.0231479611247778,"Transcriptomics"
"CSF3R","Factor9",0.0109107848256826,"Transcriptomics"
"C11orf80","Factor9",-0.0168922785669565,"Transcriptomics"
"SLC6A20","Factor9",-0.0135801248252392,"Transcriptomics"
"GATA3","Factor9",-0.0147899361327291,"Transcriptomics"
"TTC30A","Factor9",-0.00317598786205053,"Transcriptomics"
"NYX","Factor9",0.00691909249871969,"Transcriptomics"
"CNN1","Factor9",-0.0530433356761932,"Transcriptomics"
"IGHM","Factor9",0.0061782062985003,"Transcriptomics"
"POLQ","Factor9",0.0270287096500397,"Transcriptomics"
"TGFA","Factor9",-0.00884190574288368,"Transcriptomics"
"USH1G","Factor9",0.045009907335043,"Transcriptomics"
"RIMKLB","Factor9",-0.0181140303611755,"Transcriptomics"
"ERFE","Factor9",-0.00194042455404997,"Transcriptomics"
"NFE2","Factor9",-0.0131766023114324,"Transcriptomics"
"KCNK3","Factor9",-0.0289546065032482,"Transcriptomics"
"TECRL","Factor9",-0.00728395394980907,"Transcriptomics"
"TPSB2","Factor9",-0.0246479958295822,"Transcriptomics"
"PRSS12","Factor9",0.0203004945069551,"Transcriptomics"
"ZNF750","Factor9",0.0122348302975297,"Transcriptomics"
"OTUD1","Factor9",-0.0322241671383381,"Transcriptomics"
"APOD","Factor9",0.00799010507762432,"Transcriptomics"
"DDN","Factor9",-0.0358939953148365,"Transcriptomics"
"IGFN1","Factor9",-0.00244859303347766,"Transcriptomics"
"PACRG","Factor9",0.0331950634717941,"Transcriptomics"
"COL11A2","Factor9",0.0395594611763954,"Transcriptomics"
"CDH1","Factor9",-0.00547801144421101,"Transcriptomics"
"HEMGN","Factor9",-0.0157678779214621,"Transcriptomics"
"MBP","Factor9",0.0163198858499527,"Transcriptomics"
"KCTD16","Factor9",-0.00559827359393239,"Transcriptomics"
"COL2A1","Factor9",0.052174411714077,"Transcriptomics"
"AURKB","Factor9",-0.00252373912371695,"Transcriptomics"
"DYNC1I1","Factor9",0.0358714498579502,"Transcriptomics"
"RIPPLY1","Factor9",0.0116333356127143,"Transcriptomics"
"LPGAT1","Factor9",0.00180434458889067,"Transcriptomics"
"LHFPL7","Factor9",-0.0155965657904744,"Transcriptomics"
"FUT1","Factor9",-0.0200151856988668,"Transcriptomics"
"ANGPT4","Factor9",-0.00833978410810232,"Transcriptomics"
"GREB1","Factor9",0.00234117405489087,"Transcriptomics"
"CRABP1","Factor9",-0.0144843179732561,"Transcriptomics"
"SLN","Factor9",0.0191725697368383,"Transcriptomics"
"PPP1R1B","Factor9",0.00139657594263554,"Transcriptomics"
"BCAS1","Factor9",0.023774154484272,"Transcriptomics"
"TNNT2","Factor9",0.0150789180770516,"Transcriptomics"
"CDH19","Factor9",0.0255827326327562,"Transcriptomics"
"SLITRK2","Factor9",0.00281465006992221,"Transcriptomics"
"SLC7A10","Factor9",-0.0018554488196969,"Transcriptomics"
"SBK3","Factor9",-0.00135166558902711,"Transcriptomics"
"RTN4RL2","Factor9",-0.0125013021752238,"Transcriptomics"
"CPNE6","Factor9",0.00898943468928337,"Transcriptomics"
"CIDEC","Factor9",0.0141898989677429,"Transcriptomics"
"OTOG","Factor9",0.00789525825530291,"Transcriptomics"
"FER1L6","Factor9",0.018332727253437,"Transcriptomics"
"RRAD","Factor9",-0.0269717127084732,"Transcriptomics"
"FAM169BP","Factor9",0.00997092574834824,"Transcriptomics"
"GFRA3","Factor9",-0.0128286238759756,"Transcriptomics"
"CYP2S1","Factor9",0.0108429780229926,"Transcriptomics"
"SLC13A3","Factor9",0.0202942192554474,"Transcriptomics"
"RACGAP1","Factor9",-0.00128353096079081,"Transcriptomics"
"PPP2R3B","Factor9",-0.019376914948225,"Transcriptomics"
"TPH1","Factor9",0.00262521510012448,"Transcriptomics"
"GPM6A","Factor9",0.00190674618352205,"Transcriptomics"
"CALML4","Factor9",0.0322091281414032,"Transcriptomics"
"BMP3","Factor9",0.0599777959287167,"Transcriptomics"
"IGSF11","Factor9",0.0375897213816643,"Transcriptomics"
"FMOD","Factor9",0.0456715002655983,"Transcriptomics"
"CCL21","Factor9",-0.0223712269216776,"Transcriptomics"
"RASGEF1A","Factor9",-0.00456531019881368,"Transcriptomics"
"VILL","Factor9",-0.00285251345485449,"Transcriptomics"
"OPTC","Factor9",0.0637804269790649,"Transcriptomics"
"CPZ","Factor9",0.0192441456019878,"Transcriptomics"
"GSTM1","Factor9",-0.02895762398839,"Transcriptomics"
"GSTM5","Factor9",-0.02895762398839,"Transcriptomics"
"CLDN2","Factor9",-0.0454392731189728,"Transcriptomics"
"HPD","Factor9",-0.0112897306680679,"Transcriptomics"
"SIGLEC10","Factor9",-0.02809370867908,"Transcriptomics"
"SIGLEC11","Factor9",-0.02809370867908,"Transcriptomics"
"TENT5B","Factor9",0.032735351473093,"Transcriptomics"
"IL4I1","Factor9",0.0470169372856617,"Transcriptomics"
"PAPPA2","Factor9",-0.0155972372740507,"Transcriptomics"
"NLRC3","Factor9",0.0178862735629082,"Transcriptomics"
"IL21R","Factor9",-0.0107379741966724,"Transcriptomics"
"ADAMTS17","Factor9",0.00330655602738261,"Transcriptomics"
"GAS2L3","Factor9",0.0140749262645841,"Transcriptomics"
"CCN5","Factor9",-0.000443677621660754,"Transcriptomics"
"MISP3","Factor9",-0.00082788267172873,"Transcriptomics"
"ADH1A","Factor9",-0.0116767771542072,"Transcriptomics"
"CCNA2","Factor9",-0.0086407121270895,"Transcriptomics"
"EDAR","Factor9",0.0248324442654848,"Transcriptomics"
